교량명,시설물종별등급구분,시도명,시군구명,교량연장,교량폭,차로수,상부구조형식,최종안전점검결과,설계활하중,준공후경과년수,경간수,최대경간장,교통량
달월대교(상),1,경기도,시흥시,405.0,19.5,3,강박스거더교,B,DB-24,13,8.0,55.0,
도리JCT교,기타,경기도,시흥시,12.0,39.0,4,라멘교,B,DB-24,13,1.0,12.0,
도리JCT Ramp-A교,2,경기도,시흥시,55.0,19.2,3,강박스거더교,B,DB-24,13,1.0,55.0,
도리JCT Ramp-G교,1,경기도,시흥시,110.0,11.1,2,강박스거더교,B,DB-24,13,2.0,55.0,
목감IC Ramp-D교,기타,경기도,시흥시,90.0,8.5,1,강박스거더교,B,DB-24,13,2.0,45.0,
보통천교,기타,경기도,시흥시,70.0,31.5,6,RC슬래브교,B,DB-24,13,2.0,35.0,
서울외곽금이1교,기타,경기도,시흥시,90.0,6.8,1,RC슬래브교,B,DB-24,13,3.0,30.0,
연성IC Ramp-E교,2,경기도,시흥시,55.0,8.5,1,강박스거더교,B,DB-24,13,1.0,55.0,
연성IC교,기타,경기도,시흥시,90.0,35.1,7,RC슬래브교,B,DB-24,13,3.0,30.0,
월곶JCT Ramp-D1교,기타,경기도,시흥시,10.0,12.6,2,라멘교,B,DB-24,13,1.0,10.0,
월곶JCT Ramp-D2교,2,경기도,시흥시,125.0,8.7,1,강박스거더교,B,DB-24,13,3.0,45.0,
월곶JCT Ramp-E교,2,경기도,시흥시,105.0,8.5,1,강박스거더교,B,DB-24,13,3.0,45.0,
월곶JCT Ramp-F교,1,경기도,시흥시,200.0,12.1,2,강박스거더교,B,DB-24,13,4.0,50.0,
월곶JCT Ramp-H1교,1,경기도,시흥시,200.0,18.3,2,강박스거더교,B,DB-24,13,4.0,50.0,
월곶JCT Ramp-H2교,기타,경기도,시흥시,10.0,8.7,2,라멘교,B,DB-24,13,1.0,10.0,
월곶JCT Ramp-I교,1,경기도,시흥시,120.0,8.7,2,강박스거더교,B,DB-24,13,3.0,50.0,
월곶1교(상),1,경기도,시흥시,165.0,47.2,5,강박스거더교,B,DB-24,13,3.0,65.0,
월곶2교(상),2,경기도,시흥시,120.0,22.9,3,강박스거더교,B,DB-24,13,3.0,40.0,
월곶3교,기타,경기도,시흥시,30.0,35.3,7,RC슬래브교,B,DB-24,13,1.0,30.0,
월곶철도육교,기타,경기도,시흥시,80.6,47.7,10,RC슬래브교,B,DB-24,13,2.0,40.3,
장곡교,기타,경기도,시흥시,30.3,31.5,6,RC슬래브교,B,DB-24,13,1.0,30.3,
장곡천교,기타,경기도,시흥시,35.0,31.5,6,RC슬래브교,B,DB-24,13,1.0,35.0,
정왕IC Ramp-A1교,기타,경기도,시흥시,38.0,52.1,8,라멘교,B,DB-24,13,3.0,16.0,
정왕IC Ramp-A2교,기타,경기도,시흥시,45.0,19.5,3,강박스거더교,C,DB-24,13,1.0,45.0,
창곡교,기타,경기도,시흥시,98.0,31.7,6,RC슬래브교,B,DB-24,13,2.0,49.0,
하상교,기타,경기도,시흥시,90.0,31.8,6,강박스거더교,B,DB-24,13,2.0,45.0,
하중1교,기타,경기도,시흥시,45.0,35.3,7,RC슬래브교,B,DB-24,13,1.0,45.0,
군자대교(하),1,경기도,시흥시,785.0,15.8,6,강박스거더교,B,DB-24,13,15.0,70.0,
달월대교(하),1,경기도,시흥시,445.0,19.5,3,강박스거더교,B,DB-24,13,9.0,60.0,
월곶1교(하),1,경기도,시흥시,165.0,19.4,3,강박스거더교,B,DB-24,13,3.0,65.0,
월곶2교(하),1,경기도,시흥시,130.0,24.2,3,강박스거더교,B,DB-24,13,3.0,50.0,
달월대교(상행확장),1,경기도,시흥시,405.3,4.1,2,강박스거더교,B,DB-24,7,7.0,60.0,
서수원I.CRamp-D교(부체도로),기타,경기도,수원시 권선구,50.0,6.0,1,PSCI거더교,B,DB-24,25,2.0,25.0,59750.0
연결교량 남측 진출 램프,기타,경기도,수원시 권선구,60.0,9.0,2,강플레이트거더교,B,DB-24,6,2.0,30.0,
연결교량 북측 진출 램프,기타,경기도,수원시 권선구,60.0,9.0,2,강플레이트거더교,B,DB-24,6,2.0,30.0,
영연교,3,경기도,수원시 장안구,30.0,35.0,8,RC슬래브교,C,DB-24,44,3.0,10.0,44932.0
효행교,기타,경기도,수원시 장안구,11.0,41.0,8,RC슬래브교,B,DB-24,30,1.0,11.0,44932.0
경기교,기타,경기도,수원시 장안구,30.0,26.0,2,RC슬래브교,B,DB-24,35,3.0,11.0,
율전교,3,경기도,수원시 장안구,45.2,43.1,8,강박스거더교,B,DB-24,27,1.0,45.0,
노송교,기타,경기도,수원시 장안구,17.0,4.5,2,RC슬래브교,B,DB-24,37,2.0,9.0,
여의교,기타,경기도,수원시 장안구,18.0,7.0,2,RC슬래브교,B,DB-18,37,2.0,9.0,
연무교,기타,경기도,수원시 장안구,28.0,5.0,2,RCT거더교,D,DB-18,33,3.0,10.0,
일왕교,기타,경기도,수원시 장안구,18.0,20.0,4,RC슬래브교,B,DB-24,34,2.0,9.0,
노루교,기타,경기도,수원시 장안구,45.0,29.0,3,RC슬래브교,B,DB-24,10,1.0,45.0,
꽃뫼버들교,3,경기도,수원시 장안구,57.0,40.0,8,RC슬래브교,C,DB-24,23,4.0,14.5,
창성교,3,경기도,수원시 장안구,20.0,12.0,2,라멘교,B,DB-24,22,2.0,10.0,
사기막다리교,기타,경기도,수원시 장안구,19.1,12.0,2,RC슬래브교,B,DB-24,22,1.0,19.0,
수루레미다리교,3,경기도,수원시 장안구,28.4,12.0,1,RC슬래브교,B,DB-24,22,3.0,9.5,
용머리다리교,3,경기도,수원시 장안구,24.1,12.0,2,RC슬래브교,B,DB-24,22,3.0,8.0,
목네미다리교,기타,경기도,수원시 장안구,19.6,12.9,2,RC슬래브교,B,DB-24,22,2.0,9.5,
방화2교,기타,경기도,수원시 장안구,30.0,12.9,2,라멘교,B,DB-24,13,2.0,14.5,
서둔교,3,경기도,수원시 권선구,30.0,18.5,4,RC슬래브교,B,DB-24,36,2.0,15.0,68519.0
오목천교,3,경기도,수원시 권선구,60.0,35.0,6,RC슬래브교,C,DB-24,37,3.0,20.0,24431.0
중보교,3,경기도,수원시 권선구,55.0,35.0,6,PSCI거더교,B,DB-24,19,3.0,23.0,24431.0
당수교,3,경기도,수원시 권선구,40.0,37.0,6,PSCI거더교,B,DB-24,25,2.0,20.0,68519.0
고색교,1,경기도,수원시 권선구,160.0,36.0,6,아치교,B,DB-24,16,2.0,105.0,
곡반정교,3,경기도,수원시 권선구,52.3,50.0,8,PSC박스거더교,C,DB-24,26,2.0,26.0,
금곡2교,3,경기도,수원시 권선구,30.0,20.8,4,PSCI거더교,B,DB-24,25,1.0,30.0,59750.0
금곡교,3,경기도,수원시 권선구,80.0,25.0,4,RC중공슬래브교,B,DB-24,31,4.0,20.0,
농심교,3,경기도,수원시 권선구,42.0,5.2,2,RC슬래브교,C,DB-13.5,24,4.0,11.0,
대황교,3,경기도,화성시,75.0,9.9,2,RCT거더교,B,DB-24,38,5.0,15.0,
목장교,3,경기도,수원시 권선구,38.5,6.2,2,RC슬래브교,B,DB-13.5,53,4.0,10.0,
버드내교,3,경기도,수원시 권선구,32.0,8.0,2,RC슬래브교,B,DB-24,32,3.0,11.0,
유천1교,3,경기도,수원시 권선구,33.0,12.0,2,RC슬래브교,B,DB-18,42,3.0,11.0,
유천2교,3,경기도,수원시 권선구,33.0,35.0,4,RC슬래브교,B,DB-24,19,3.0,11.0,
유천교,3,경기도,수원시 팔달구,30.2,6.0,2,RC슬래브교,C,DB-13.5,42,3.0,10.0,
평고교,3,경기도,수원시 권선구,21.0,10.0,2,RC슬래브교,B,DB-24,27,2.0,11.0,
호매실교,3,경기도,수원시 권선구,50.0,6.0,2,RC슬래브교,B,DB-18,33,4.0,13.0,
수원육교(구),3,경기도,수원시 팔달구,60.0,11.0,2,강플레이트거더교,C,DB-18,47,3.0,20.0,68519.0
수원육교(신),2,경기도,수원시 권선구,70.0,24.0,4,강플레이트거더교,C,DB-24,36,1.0,70.0,68519.0
꽃뫼양지교,3,경기도,수원시 팔달구,50.0,27.0,4,RC슬래브교,B,DB-24,23,4.0,12.0,
매교,기타,경기도,수원시 팔달구,22.0,25.0,4,RC슬래브교,B,DB-18,39,2.0,11.0,
매향1교,3,경기도,수원시 팔달구,28.0,8.0,2,RC슬래브교,B,DB-24,31,2.0,14.0,
세천교,3,경기도,수원시 팔달구,33.0,25.0,4,RC슬래브교,B,DB-18,34,3.0,11.0,
수원교,1,경기도,수원시 팔달구,30.7,34.0,5,아치교,B,DB-24,11,1.0,30.7,
지동교,기타,경기도,수원시 팔달구,28.5,40.0,2,라멘교,B,DB-24,11,6.0,4.5,
U턴교(1),기타,경기도,수원시 팔달구,26.4,8.0,1,라멘교,B,DB-24,11,6.0,4.0,
구천교,기타,경기도,수원시 팔달구,55.8,75.4,4,RCT거더교,B,DB-24,11,6.0,9.0,
U턴교(2),기타,경기도,수원시 팔달구,29.4,7.0,1,라멘교,B,DB-24,11,6.0,4.5,
새마을교,3,경기도,수원시 팔달구,23.0,5.0,1,RC슬래브교,B,DB-24,37,2.0,10.0,
동수원고가차도,1,경기도,수원시 팔달구,890.0,17.0,4,강박스거더교,B,DB-24,16,16.0,70.0,44932.0
이의교,3,경기도,수원시 영통구,20.0,41.5,8,RCT거더교,B,DB-24,26,2.0,10.0,26567.0
산드레미교,3,경기도,수원시 영통구,52.0,20.0,4,RC슬래브교,B,DB-24,29,4.0,13.0,
원천1교,2,경기도,수원시 영통구,138.0,30.0,6,PSC슬래브교,B,DB-24,30,4.0,35.0,
원천2교,3,경기도,수원시 영통구,57.0,30.0,6,PSC슬래브교,B,DB-24,30,4.0,15.0,
장락교,기타,경기도,수원시 영통구,24.0,6.0,2,RC슬래브교,B,DB-18,37,2.0,12.0,
삼성중앙교,3,경기도,수원시 영통구,49.8,41.0,7,PSC슬래브교,B,DB-24,22,1.0,49.8,
삼성SDI교,3,경기도,수원시 영통구,44.0,22.0,4,PSC슬래브교,B,DB-24,34,1.0,44.0,
하동IC램프1,1,경기도,수원시 영통구,350.0,7.9,1,강박스거더교,B,DB-24,11,6.0,65.0,
두릉교,기타,경기도,수원시 영통구,15.0,23.5,4,RC슬래브교,B,DB-24,11,1.0,15.0,
성죽1교,기타,경기도,수원시 영통구,10.0,15.0,2,RC슬래브교,B,DB-24,11,1.0,10.0,
절골천1교,기타,경기도,수원시 영통구,12.0,24.0,4,RC슬래브교,B,DB-24,11,1.0,12.0,
성죽2교,기타,경기도,수원시 영통구,15.0,27.5,5,RC슬래브교,B,DB-24,11,1.0,15.0,
절골천2교,기타,경기도,수원시 영통구,28.5,5.4,2,RC박스거더교,B,DB-24,11,1.0,28.5,
여천2교,기타,경기도,수원시 영통구,23.0,24.5,4,기타,B,DB-24,11,1.0,23.0,
규장교,기타,경기도,수원시 영통구,23.2,24.5,4,기타,B,DB-24,11,3.0,7.8,
버들치1교,기타,경기도,수원시 영통구,28.5,9.2,2,RC박스거더교,B,DB-24,11,1.0,28.5,
버들치2교,기타,경기도,수원시 영통구,37.0,14.6,2,PSCI거더교,B,DB-24,11,1.0,37.0,
버들치3교,기타,경기도,수원시 영통구,31.0,14.6,2,기타,B,DB-24,11,1.0,31.0,
벌말다리,기타,경기도,수원시 영통구,14.0,18.0,3,기타,B,DB-24,11,1.0,14.0,
목민교,기타,경기도,수원시 영통구,12.0,28.6,4,기타,B,DB-24,11,1.0,12.0,
황새부리다리,기타,경기도,수원시 영통구,12.0,18.0,4,기타,B,DB-24,11,1.0,12.0,
혜령군교,기타,경기도,수원시 영통구,31.0,14.0,2,기타,B,DB-24,11,1.0,31.0,
여민교,기타,경기도,수원시 영통구,35.1,11.0,0,기타,B,DB-24,11,1.0,35.1,
홍재교,기타,경기도,수원시 영통구,74.0,15.2,4,기타,B,DB-24,11,2.0,37.0,
여수내다리,기타,경기도,수원시 영통구,32.0,23.0,4,기타,B,DB-24,11,1.0,32.0,
장락교,기타,경기도,수원시 영통구,33.0,47.2,8,기타,B,DB-24,11,1.0,33.0,
유경교,기타,경기도,수원시 영통구,37.0,31.8,6,기타,E,DB-24,11,1.0,37.0,
심온교,기타,경기도,수원시 영통구,10.0,9.2,2,RC슬래브교,B,DB-24,11,1.0,10.0,
산의실교,기타,경기도,수원시 영통구,30.2,34.6,8,기타,B,DB-24,11,1.0,30.2,
여천1교,기타,경기도,수원시 영통구,30.0,34.6,6,기타,B,DB-24,11,1.0,30.0,
신대1교,기타,경기도,수원시 영통구,40.0,36.0,8,기타,C,DB-24,11,1.0,40.0,
신대2교,기타,경기도,수원시 영통구,40.0,32.0,8,기타,C,DB-24,11,1.0,40.0,
신대3교,기타,경기도,수원시 영통구,35.0,32.0,8,기타,C,DB-24,11,1.0,35.0,
신대4교,기타,경기도,수원시 영통구,41.0,8.0,1,기타,C,DB-24,11,1.0,41.0,
화양교,기타,경기도,수원시 영통구,43.7,39.0,6,기타,B,DB-24,11,1.0,43.7,
금강수리교,기타,경기도,수원시 영통구,42.9,27.4,4,기타,B,DB-24,11,1.0,42.9,
인화교,기타,경기도,수원시 영통구,16.0,11.0,0,RC슬래브교,B,DB-24,11,1.0,16.0,
의상교,기타,경기도,수원시 영통구,46.3,12.7,2,기타,B,DB-24,11,1.0,46.3,
절골천3교,기타,경기도,수원시 영통구,12.0,18.4,4,기타,B,DB-24,11,1.0,12.0,
여천3교,기타,경기도,수원시 영통구,19.9,15.0,2,기타,B,DB-24,11,1.0,19.9,
안골교,기타,경기도,수원시 영통구,10.0,33.4,4,기타,B,DB-24,11,1.0,10.0,
영통고가차도,1,경기도,수원시 영통구,400.0,16.3,4,강박스거더교,B,DB-24,26,8.0,400.0,
하동iC고가차도,1,경기도,용인시 수지구,350.0,18.9,4,강박스거더교,B,DB-24,11,6.0,60.0,
중량교,1,경기도,수원시 영통구,100.0,26.0,6,기타,C,DB-24,11,2.0,50.0,
복정1교,기타,경기도,성남시 수정구,12.0,50.0,10,RC슬래브교,C,DB-24,25,1.0,12.0,60805.0
갈현육교,1,경기도,성남시 중원구,110.1,31.1,8,강박스거더교,B,DB-24,30,3.0,42.0,0.0
금곡교,2,경기도,성남시 분당구,108.0,36.0,8,PSC중공슬래브교,C,DB-24,30,5.0,27.0,0.0
단대고가교,1,경기도,성남시 수정구,330.5,8.3,2,강박스거더교,E,DB-24,27,7.0,50.0,0.0
돌마교,2,경기도,성남시 분당구,102.0,41.0,8,PSC중공슬래브교,C,DB-24,29,3.0,46.0,0.0
모란고가교,1,경기도,성남시 중원구,340.0,16.0,4,강박스거더교,E,DB-24,18,17.0,50.0,0.0
복정고가교,1,경기도,성남시 수정구,1075.0,28.3,6,PSC박스거더교,B,DB-24,30,26.0,42.0,
상적교(상),1,경기도,성남시 수정구,180.0,14.2,3,강박스거더교,E,DB-24,29,3.0,70.0,0.0
상적교(하),1,경기도,성남시 수정구,180.0,14.2,3,강박스거더교,E,DB-24,29,3.0,70.0,0.0
수내고가교A,3,경기도,성남시 분당구,48.0,17.0,2,PSC슬래브교,B,DB-24,30,2.0,24.0,
수내고가교B,3,경기도,성남시 분당구,48.0,17.0,2,PSC슬래브교,B,DB-24,30,2.0,24.0,
수내고가차도C,2,경기도,성남시 분당구,161.0,22.5,3,RCT거더교,B,DB-24,30,3.0,106.0,
수성고가교,1,경기도,성남시 중원구,193.7,19.5,4,강박스거더교,B,DB-24,28,4.0,50.0,0.0
금곡IC1교,1,경기도,성남시 분당구,265.0,7.2,1,강박스거더교,B,DB-24,14,6.0,55.0,38523.0
금곡IC2교,1,경기도,성남시 분당구,300.0,7.2,1,강박스거더교,B,DB-24,14,7.0,50.0,38523.0
낙생고가차도,1,경기도,성남시 분당구,290.0,30.0,8,강박스거더교,B,DB-24,14,4.0,90.0,
대장IC교(상행),1,경기도,성남시 분당구,240.0,14.5,3,강박스거더교,B,DB-24,14,5.0,50.0,
대장IC교(하행),1,경기도,성남시 분당구,240.0,14.5,3,강박스거더교,B,DB-24,14,5.0,50.0,
동막천2교,1,경기도,성남시 분당구,85.0,19.6,4,아치교,B,DB-24,14,1.0,85.0,
머내고가교,1,경기도,성남시 분당구,335.0,17.0,4,강박스거더교,B,DB-24,15,6.0,65.0,21263.0
판교IC고가차도,1,경기도,성남시 분당구,290.0,30.0,8,강박스거더교,B,DB-24,14,4.0,90.0,
국은교,2,경기도,성남시 분당구,135.0,23.0,6,강박스거더교,B,DB-24,15,3.0,49.0,
도당산교,2,경기도,성남시 분당구,210.0,9.0,2,RC박스거더교,B,DB-24,14,6.0,35.0,
섬말 Ramp B교,기타,경기도,성남시 중원구,70.0,7.9,2,기타,B,DB-24,6,2.0,35.0,60805.0
섬말 Ramp A교,기타,경기도,성남시 중원구,70.0,7.9,2,기타,B,DB-24,6,2.0,35.0,60805.0
섬말교(상행),1,경기도,성남시 중원구,240.0,27.9,3,강박스거더교,B,DB-24,6,4.0,65.0,60805.0
대원1육교,1,경기도,성남시 중원구,110.0,11.4,2,강박스거더교,B,DB-24,6,4.0,65.0,60805.0
여수천교,3,경기도,성남시 분당구,22.0,8.9,2,라멘교,B,DB-24,6,2.0,11.0,
단대고가교,1,경기도,성남시 수정구,330.0,8.3,2,강박스거더교,C,DB-24,27,7.0,52.5,
중원육교,1,경기도,성남시 중원구,340.0,16.0,4,강박스거더교,C,DB-24,27,17.0,50.0,
수성고가교,1,경기도,성남시 중원구,194.0,19.5,4,강박스거더교,B,DB-24,28,4.0,50.0,
대원천교,3,경기도,성남시 중원구,45.0,28.3,6,RC슬래브교,B,DB-24,30,2.0,22.5,
갈현교,기타,경기도,성남시 중원구,15.0,10.5,2,RC슬래브교,B,DB-24,26,1.0,15.0,
성남교,기타,경기도,성남시 중원구,15.0,19.9,4,라멘교,B,DB-24,31,1.0,15.0,
섬말교(하행),1,경기도,성남시 중원구,240.0,14.0,3,강박스거더교,B,DB-24,6,4.0,65.0,
금토교,3,경기도,성남시 수정구,40.0,8.0,2,라멘교,C,DB-24,25,3.0,15.8,
내정교,3,경기도,성남시 분당구,84.0,41.5,9,PSC슬래브교,B,DB-24,30,3.0,30.0,
대장2교,3,경기도,용인시 수지구,20.0,5.0,1,라멘교,C,DB-18,30,2.0,10.0,
독정천교,3,경기도,성남시 수정구,34.9,28.0,6,프리플렉스거더교,C,DB-24,30,1.0,34.9,
동막교,3,경기도,성남시 분당구,62.0,26.0,6,PSC슬래브교,C,DB-24,32,3.0,24.0,
동막천1교,3,경기도,성남시 분당구,71.0,31.0,6,RC슬래브교,B,DB-24,30,3.0,31.0,
동원3교,3,경기도,성남시 분당구,36.0,8.0,2,라멘교,C,DB-24,24,3.0,13.0,
매송교,3,경기도,성남시 분당구,60.0,23.0,5,PSC슬래브교,B,DB-24,32,3.0,24.0,
목련교,3,경기도,성남시 분당구,20.0,12.0,2,PSC슬래브교,C,DB-24,30,3.0,8.0,
미금교,2,경기도,성남시 분당구,117.0,25.0,4,기타,C,DB-24,30,5.0,30.0,
방아교,2,경기도,성남시 분당구,128.0,31.0,6,기타,B,DB-24,30,5.0,32.0,
벌말교,3,경기도,성남시 분당구,40.0,25.0,4,PSC슬래브교,B,DB-24,30,3.0,16.0,
분당교,3,경기도,성남시 분당구,28.0,8.0,2,기타,B,DB-24,22,2.0,14.0,
분당천box교,3,경기도,성남시 분당구,30.0,101.0,8,기타,C,DB-24,30,3.0,10.2,
사송교,2,경기도,성남시 분당구,130.0,31.0,6,기타,B,DB-24,30,5.0,32.0,
삼평2교,기타,경기도,성남시 수정구,145.0,28.3,8,기타,E,DB-24,30,3.0,65.0,107206.0
상적1교,3,경기도,성남시 수정구,40.0,15.0,2,기타,C,DB-24,24,1.0,40.0,21227.0
상적2교,3,경기도,성남시 수정구,50.0,15.0,2,라멘교,C,DB-24,24,3.0,22.0,21227.0
상탑교,3,경기도,성남시 분당구,30.4,35.0,6,기타,B,DB-24,30,3.0,12.4,
서당교,3,경기도,성남시 분당구,29.0,30.0,6,RC슬래브교,B,DB-24,31,3.0,13.0,
서현고가A,3,경기도,성남시 분당구,48.0,15.5,2,PSC슬래브교,B,DB-24,30,2.0,24.0,
서현고가B,3,경기도,성남시 분당구,48.0,15.5,2,PSC슬래브교,B,DB-24,30,2.0,24.0,
시흥1교,3,경기도,성남시 수정구,22.2,6.0,1,기타,B,DB-24,17,1.0,22.2,
시흥2교,3,경기도,성남시 수정구,31.4,6.0,1,기타,B,DB-24,17,2.0,15.7,
야탑5교,3,경기도,성남시 분당구,21.0,15.0,2,기타,B,DB-24,30,1.0,21.0,
야탑6교,3,경기도,성남시 분당구,22.0,35.0,7,PSC슬래브교,B,DB-24,30,3.0,10.0,
야탑7교,3,경기도,성남시 분당구,20.0,20.0,4,PSC슬래브교,B,DB-24,30,1.0,20.5,
야탑8교,3,경기도,성남시 분당구,29.0,28.0,6,라멘교,B,DB-24,30,1.0,29.0,
야탑9교,3,경기도,성남시 분당구,27.0,48.0,10,기타,B,DB-24,30,2.0,13.5,
야탑교,2,경기도,성남시 분당구,128.0,31.0,6,기타,B,DB-24,30,5.0,32.0,
양현교,2,경기도,성남시 분당구,130.0,41.0,8,기타,B,DB-24,30,5.0,32.0,30321.0
오리교,3,경기도,성남시 분당구,74.0,36.0,8,PSC슬래브교,B,DB-24,30,3.0,29.0,
운중1교,3,경기도,성남시 분당구,80.0,11.0,2,기타,B,DB-24,25,2.0,40.0,36349.0
이매교,2,경기도,성남시 분당구,130.0,31.0,6,기타,B,DB-24,7,4.0,32.5,
중탑교,3,경기도,성남시 분당구,32.0,23.0,4,PSC슬래브교,B,DB-24,30,3.0,13.0,
탄천1교,1,경기도,성남시 중원구,120.0,12.2,2,기타,B,DB-24,6,2.0,60.0,60805.0
탄천2교,1,경기도,성남시 중원구,120.0,12.2,2,기타,B,DB-24,6,2.0,60.0,
하산운교,3,경기도,성남시 분당구,45.0,22.0,4,기타,B,DB-24,15,1.0,45.0,
현대교,3,경기도,성남시 분당구,40.0,15.0,2,기타,B,DB-24,31,3.0,15.0,
대원램프A교,기타,경기도,성남시 중원구,7.0,65.0,6,라멘교,A,DB-24,9,1.0,7.0,60805.0
야탑교,2,경기도,성남시 분당구,128.0,31.0,6,PSC슬래브교,B,DB-24,30,5.0,32.0,
금곡IC교,3,경기도,성남시 분당구,42.0,38.0,9,라멘교,B,DB-24,14,1.0,42.0,19559.0
대장IC1교,기타,경기도,성남시 분당구,30.0,11.4,2,프리플렉스거더교,B,DB-24,14,1.0,30.0,20971.0
동막IC교,3,경기도,성남시 분당구,30.0,29.4,6,프리플렉스거더교,B,DB-24,14,1.0,30.0,19559.0
상산운교,3,경기도,성남시 분당구,51.0,33.0,7,강박스거더교,B,DB-24,15,1.0,51.0,36349.0
금곡교,3,경기도,의정부시,25.0,17.5,4,RC슬래브교,B,DB-24,36,2.0,13.0,25609.0
동막교,2,경기도,의정부시,105.0,20.0,4,라멘교,B,DB-24,25,7.0,15.0,0.0
백석교,3,경기도,의정부시,40.0,15.0,2,RC슬래브교,B,DB-24,36,4.0,10.0,
신의교,2,경기도,의정부시,108.0,12.0,2,라멘교,C,DB-24,25,6.0,18.0,0.0
어룡교,3,경기도,의정부시,32.0,23.0,4,라멘교,C,DB-24,23,2.0,16.0,
회룡1교,2,경기도,의정부시,115.0,28.8,5,강박스거더교,B,DB-24,22,3.0,39.0,
가능고가교,1,경기도,의정부시,578.0,17.5,4,기타,B,DB-24,17,11.0,72.8,
성지교,3,경기도,의정부시,34.0,7.9,1,RC슬래브교,C,기타,36,2.0,17.0,
호암교,2,경기도,의정부시,108.5,15.0,4,기타,C,DB-18,36,5.0,22.0,
양지5교,기타,경기도,안양시 만안구,24.0,20.5,3,라멘교,B,DB-24,23,3.0,8.2,
삼봉5교,기타,경기도,안양시 만안구,24.1,22.5,4,라멘교,B,DB-24,6,1.0,24.1,
충훈대교,1,경기도,안양시 만안구,250.3,25.9,4,강박스거더교,B,DB-24,6,5.0,65.0,
대림교,3,경기도,안양시 만안구,31.9,4.4,1,강박스거더교,B,기타,18,1.0,31.9,
비산인도교,3,경기도,안양시 동안구,65.0,5.0,1,RC슬래브교,C,기타,30,5.0,15.0,
삼막2교,3,경기도,안양시 만안구,19.5,4.5,1,RCT거더교,C,DB-9,46,3.0,6.5,
수암천변복개도로,3,경기도,안양시 만안구,476.0,2.0,1,라멘교,B,DB-18,26,1.0,476.0,
안양사교,3,경기도,안양시 만안구,27.0,5.5,1,아치교,B,기타,18,1.0,27.0,
안양정교,3,경기도,안양시 만안구,30.0,5.5,1,아치교,B,기타,18,1.0,30.0,
양명보도교,3,경기도,안양시 만안구,93.4,3.5,1,강박스거더교,B,기타,27,3.0,41.5,
양지보도교,3,경기도,안양시 만안구,21.0,2.5,1,강I거더교,B,기타,25,1.0,21.0,
삼막3교,3,경기도,안양시 만안구,30.0,8.5,2,라멘교,B,DB-24,22,2.0,15.0,
삼막교,기타,경기도,안양시 만안구,22.0,18.2,4,RC슬래브교,B,DB-18,44,2.0,11.0,
만남의 다리,기타,경기도,안양시 만안구,11.0,6.0,1,강I거더교,B,기타,17,1.0,11.0,
삼막5교,기타,경기도,안양시 만안구,24.2,8.0,2,라멘교,B,DB-18,5,1.0,24.2,
대우아파트 앞 보도교,기타,경기도,안양시 동안구,45.0,3.0,1,강박스거더교,B,기타,17,2.0,22.0,
인덕원 인도교,기타,경기도,안양시 동안구,64.0,4.5,1,강플레이트거더교,B,기타,7,1.0,64.0,
고강1교,3,경기도,부천시,20.0,50.0,10,RC중공슬래브교,B,DB-24,30,1.0,20.0,
고강2교,3,경기도,부천시,40.0,59.0,8,RC슬래브교,C,DB-24,30,2.0,20.0,
내촌고가교,1,경기도,부천시,265.0,15.0,4,강박스거더교,B,DB-24,25,5.0,65.0,0.0
대장1교,기타,경기도,부천시,30.0,18.5,4,PSCI거더교,B,DB-24,30,1.0,30.0,0.0
